age,gender,race,marital_status,occupation,work_class,final_weight,education,education_num,relationship,capital_gain,capital_loss,hours_per_week,native_country,class
"(35, 40)",Male,*,*,Protective-serv,Local-gov,297449,HS-grad,9,Husband,0,0,40,United-States,>50K
"(35, 40)",Male,*,*,Exec-managerial,Private,236391,Bachelors,13,Husband,7688,0,40,United-States,>50K
"(35, 40)",Male,*,*,Other-service,Private,25955,11th,7,Unmarried,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Prof-specialty,Private,209609,Bachelors,13,Husband,0,0,38,United-States,<=50K
"(35, 40)",Male,*,*,Prof-specialty,Private,190895,Some-college,10,Husband,0,0,60,United-States,<=50K
"(35, 40)",Male,*,*,Craft-repair,Private,158592,11th,7,Husband,0,0,50,United-States,<=50K
"(35, 40)",Male,*,*,Prof-specialty,Private,548510,Bachelors,13,Husband,0,0,30,United-States,<=50K
"(35, 40)",Male,*,*,Craft-repair,State-gov,140752,HS-grad,9,Husband,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Prof-specialty,Private,107302,Masters,14,Husband,0,0,60,United-States,>50K
"(35, 40)",Male,*,*,Exec-managerial,Private,401832,Some-college,10,Husband,0,0,48,United-States,<=50K
"(35, 40)",Male,*,*,Craft-repair,Private,103751,9th,5,Husband,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Sales,Self-emp-inc,186359,HS-grad,9,Husband,7688,0,60,United-States,>50K
"(35, 40)",Male,*,*,Exec-managerial,Private,246449,Some-college,10,Husband,0,0,60,United-States,>50K
"(35, 40)",Male,*,*,Farming-fishing,Private,545483,Assoc-acdm,12,Husband,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Prof-specialty,Private,115792,Bachelors,13,Husband,0,0,55,United-States,<=50K
"(35, 40)",Male,*,*,Craft-repair,Private,188391,HS-grad,9,Husband,7298,0,50,United-States,>50K
"(35, 40)",Male,*,*,Adm-clerical,Private,248010,HS-grad,9,Husband,0,0,45,United-States,<=50K
"(35, 40)",Male,*,*,Transport-moving,Private,207202,10th,6,Husband,0,0,70,United-States,<=50K
"(35, 40)",Male,*,*,Farming-fishing,Self-emp-not-inc,36989,Some-college,10,Husband,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Farming-fishing,Self-emp-not-inc,29814,HS-grad,9,Own-child,0,0,85,United-States,<=50K
"(35, 40)",Male,*,*,Exec-managerial,Private,183279,Some-college,10,Husband,0,0,44,United-States,>50K
"(35, 40)",Male,*,*,Farming-fishing,Self-emp-not-inc,245090,Bachelors,13,Not-in-family,0,0,50,Mexico,<=50K
"(35, 40)",Male,*,*,Prof-specialty,Private,131239,Bachelors,13,Husband,3103,0,45,United-States,>50K
"(35, 40)",Male,*,*,Handlers-cleaners,Private,182074,HS-grad,9,Own-child,0,0,35,United-States,<=50K
"(35, 40)",Male,*,*,Sales,Private,187046,HS-grad,9,Husband,0,0,40,United-States,>50K
"(35, 40)",Male,*,*,Exec-managerial,Private,98941,Masters,14,Not-in-family,0,0,40,United-States,>50K
"(35, 40)",Male,*,*,Sales,Self-emp-not-inc,361888,Bachelors,13,Husband,0,0,60,Japan,<=50K
"(35, 40)",Male,*,*,Transport-moving,Local-gov,167864,11th,7,Husband,0,0,30,United-States,<=50K
"(35, 40)",Male,*,*,Exec-managerial,Private,202950,Bachelors,13,Not-in-family,0,0,45,United-States,<=50K
"(35, 40)",Male,*,*,Handlers-cleaners,Private,234962,HS-grad,9,Husband,2829,0,30,Mexico,<=50K
"(35, 40)",Male,*,*,Craft-repair,Private,181382,HS-grad,9,Husband,0,0,43,United-States,<=50K
"(35, 40)",Male,*,*,Exec-managerial,Private,271767,Masters,14,Not-in-family,0,0,45,United-States,>50K
"(35, 40)",Male,*,*,Exec-managerial,Self-emp-not-inc,185848,HS-grad,9,Not-in-family,4650,0,50,United-States,<=50K
"(35, 40)",Male,*,*,Exec-managerial,Self-emp-inc,122742,Assoc-acdm,12,Husband,15024,0,55,United-States,>50K
"(35, 40)",Male,*,*,Handlers-cleaners,Private,237943,HS-grad,9,Husband,0,0,60,United-States,<=50K
"(35, 40)",Male,*,*,Handlers-cleaners,Private,140583,HS-grad,9,Not-in-family,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Exec-managerial,Private,376455,Some-college,10,Husband,15024,0,60,United-States,>50K
"(35, 40)",Male,*,*,Exec-managerial,Private,266645,Masters,14,Husband,0,0,60,United-States,>50K
"(35, 40)",Male,*,*,Machine-op-inspct,Private,278187,HS-grad,9,Husband,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Tech-support,Private,356838,Some-college,10,Husband,2829,0,55,Poland,<=50K
"(35, 40)",Male,*,*,Handlers-cleaners,Private,498785,HS-grad,9,Husband,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Prof-specialty,Private,242720,Masters,14,Husband,0,0,35,United-States,>50K
"(35, 40)",Male,*,*,Prof-specialty,Private,208358,Prof-school,15,Not-in-family,99999,0,45,United-States,>50K
"(35, 40)",Male,*,*,Sales,Private,191502,Bachelors,13,Husband,0,0,60,United-States,>50K
"(35, 40)",Male,*,*,Sales,Private,261382,Bachelors,13,Husband,0,0,50,United-States,<=50K
"(35, 40)",Male,*,*,Craft-repair,Private,338320,10th,6,Husband,0,0,60,United-States,>50K
"(35, 40)",Male,*,*,Sales,Private,224531,Bachelors,13,Husband,0,0,50,United-States,>50K
"(35, 40)",Male,*,*,Sales,Private,129597,Bachelors,13,Husband,3464,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Craft-repair,Self-emp-not-inc,367020,7th-8th,4,Husband,0,0,35,United-States,<=50K
"(35, 40)",Male,*,*,Exec-managerial,Private,278924,Bachelors,13,Husband,0,1887,50,United-States,>50K
"(35, 40)",Male,*,*,Transport-moving,Self-emp-not-inc,190023,HS-grad,9,Husband,0,0,40,United-States,>50K
"(35, 40)",Male,*,*,Exec-managerial,Self-emp-inc,164866,Assoc-acdm,12,Not-in-family,0,0,50,United-States,<=50K
"(35, 40)",Male,*,*,Prof-specialty,Private,286026,HS-grad,9,Husband,0,0,40,United-States,>50K
"(35, 40)",Male,*,*,Exec-managerial,Federal-gov,99527,Masters,14,Husband,0,0,40,United-States,>50K
"(35, 40)",Male,*,*,Craft-repair,Private,180342,HS-grad,9,Husband,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Exec-managerial,Self-emp-not-inc,68781,HS-grad,9,Husband,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Adm-clerical,Private,352248,Assoc-acdm,12,Husband,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Tech-support,Private,189922,Assoc-acdm,12,Husband,0,0,50,United-States,>50K
"(35, 40)",Male,*,*,Craft-repair,Private,409189,Some-college,10,Husband,0,0,45,United-States,<=50K
"(35, 40)",Male,*,*,Craft-repair,Private,252327,5th-6th,3,Other-relative,0,0,40,Mexico,<=50K
"(35, 40)",Male,*,*,Exec-managerial,Private,102976,Masters,14,Not-in-family,0,0,40,United-States,>50K
"(35, 40)",Male,*,*,Exec-managerial,Private,284616,Some-college,10,Husband,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Machine-op-inspct,Private,33487,11th,7,Husband,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Exec-managerial,Private,84306,Bachelors,13,Husband,5013,0,50,United-States,<=50K
"(35, 40)",Male,*,*,Prof-specialty,Private,348739,Prof-school,15,Husband,0,0,60,United-States,<=50K
"(35, 40)",Male,*,*,Transport-moving,Self-emp-not-inc,462890,10th,6,Husband,0,0,50,United-States,<=50K
"(35, 40)",Male,*,*,Sales,Private,89508,Bachelors,13,Husband,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Craft-repair,Self-emp-not-inc,200153,HS-grad,9,Husband,0,0,60,United-States,<=50K
"(35, 40)",Male,*,*,Sales,Private,203836,HS-grad,9,Husband,3464,0,40,Columbia,<=50K
"(35, 40)",Male,*,*,Craft-repair,Self-emp-not-inc,174330,Some-college,10,Husband,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Exec-managerial,Local-gov,305597,HS-grad,9,Unmarried,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Exec-managerial,Private,346478,Some-college,10,Not-in-family,0,0,45,United-States,<=50K
"(35, 40)",Male,*,*,Farming-fishing,Private,336598,5th-6th,3,Husband,0,0,36,Mexico,<=50K
"(35, 40)",Male,*,*,Prof-specialty,Local-gov,357173,Assoc-acdm,12,Not-in-family,0,0,59,United-States,<=50K
"(35, 40)",Male,*,*,Machine-op-inspct,Private,203482,HS-grad,9,Husband,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Sales,Private,112554,HS-grad,9,Husband,0,0,45,United-States,<=50K
"(35, 40)",Male,*,*,Craft-repair,Private,220585,HS-grad,9,Husband,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Machine-op-inspct,Private,257726,Some-college,10,Own-child,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Sales,Private,465326,Bachelors,13,Husband,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Craft-repair,Private,364782,HS-grad,9,Husband,0,0,40,United-States,>50K
"(35, 40)",Male,*,*,Exec-managerial,Private,96452,Masters,14,Husband,0,0,55,United-States,>50K
"(35, 40)",Male,*,*,Craft-repair,Self-emp-not-inc,168475,Some-college,10,Husband,0,0,60,United-States,>50K
"(35, 40)",Male,*,*,Transport-moving,Private,265038,Some-college,10,Husband,0,0,50,United-States,<=50K
"(35, 40)",Male,*,*,Tech-support,Private,205339,Some-college,10,Not-in-family,0,0,40,United-States,>50K
"(35, 40)",Male,*,*,Exec-managerial,Self-emp-inc,213008,Assoc-acdm,12,Husband,0,0,40,United-States,>50K
"(35, 40)",Male,*,*,Sales,Private,165799,Masters,14,Husband,0,0,50,United-States,>50K
"(35, 40)",Male,*,*,Farming-fishing,Self-emp-not-inc,188571,Assoc-voc,11,Husband,0,0,60,United-States,<=50K
"(35, 40)",Male,*,*,Exec-managerial,Local-gov,187127,Some-college,10,Husband,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Machine-op-inspct,Private,283122,HS-grad,9,Husband,0,0,40,United-States,>50K
"(35, 40)",Male,*,*,Machine-op-inspct,Private,230054,7th-8th,4,Husband,0,0,40,Mexico,<=50K
"(35, 40)",Male,*,*,Prof-specialty,Self-emp-inc,382802,Doctorate,16,Husband,0,0,99,United-States,>50K
"(35, 40)",Male,*,*,Farming-fishing,Self-emp-not-inc,58343,HS-grad,9,Unmarried,0,0,56,United-States,<=50K
"(35, 40)",Male,*,*,Exec-managerial,Private,236910,Bachelors,13,Husband,0,0,60,United-States,<=50K
"(35, 40)",Male,*,*,Prof-specialty,Private,120760,Masters,14,Husband,0,0,40,China,<=50K
"(35, 40)",Male,*,*,Sales,Private,218490,Bachelors,13,Husband,0,1848,40,United-States,>50K
"(35, 40)",Male,*,*,Farming-fishing,Private,233490,HS-grad,9,Not-in-family,0,0,50,United-States,<=50K
"(35, 40)",Male,*,*,Craft-repair,Private,183898,Assoc-acdm,12,Husband,7688,0,60,Germany,>50K
"(35, 40)",Male,*,*,Exec-managerial,Private,270985,Some-college,10,Husband,0,0,50,United-States,<=50K
"(35, 40)",Male,*,*,Other-service,Local-gov,31023,Some-college,10,Husband,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Adm-clerical,Private,160120,HS-grad,9,Husband,0,0,40,Vietnam,<=50K
"(35, 40)",Male,*,*,Exec-managerial,Private,112561,Bachelors,13,Husband,0,0,55,United-States,>50K
"(35, 40)",Male,*,*,Exec-managerial,Private,234901,Masters,14,Husband,0,1977,60,United-States,>50K
"(35, 40)",Male,*,*,Craft-repair,Federal-gov,203070,Some-college,10,Husband,0,0,43,United-States,<=50K
"(35, 40)",Male,*,*,Adm-clerical,Private,185359,HS-grad,9,Husband,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Craft-repair,Private,334291,Some-college,10,Husband,0,0,50,United-States,<=50K
"(35, 40)",Male,*,*,Transport-moving,Private,33355,HS-grad,9,Husband,7298,0,48,United-States,>50K
"(35, 40)",Male,*,*,Craft-repair,Self-emp-inc,291518,Bachelors,13,Husband,15024,0,55,United-States,>50K
"(35, 40)",Male,*,*,Protective-serv,Local-gov,264503,HS-grad,9,Husband,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Craft-repair,Federal-gov,470663,Some-college,10,Not-in-family,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Exec-managerial,Self-emp-inc,126675,Bachelors,13,Own-child,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Machine-op-inspct,Private,170020,HS-grad,9,Husband,3137,0,45,United-States,<=50K
"(35, 40)",Male,*,*,Exec-managerial,Private,175759,HS-grad,9,Unmarried,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Tech-support,Private,361888,Assoc-acdm,12,Husband,0,0,40,United-States,>50K
"(35, 40)",Male,*,*,Sales,Private,191807,HS-grad,9,Husband,15024,0,50,United-States,>50K
"(35, 40)",Male,*,*,Handlers-cleaners,Private,250791,HS-grad,9,Husband,0,0,48,United-States,<=50K
"(35, 40)",Male,*,*,Craft-repair,Private,82622,Some-college,10,Unmarried,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Machine-op-inspct,Private,160728,HS-grad,9,Husband,0,0,60,United-States,<=50K
"(35, 40)",Male,*,*,Exec-managerial,Private,29702,Bachelors,13,Husband,0,0,45,United-States,>50K
"(35, 40)",Male,*,*,Tech-support,Private,117381,HS-grad,9,Not-in-family,0,0,62,England,<=50K
"(35, 40)",Male,*,*,Craft-repair,Private,153976,Some-college,10,Husband,0,0,52,United-States,>50K
"(35, 40)",Male,*,*,Prof-specialty,Private,746786,Bachelors,13,Husband,0,0,55,United-States,>50K
"(35, 40)",Male,*,*,Handlers-cleaners,Private,208358,9th,5,Not-in-family,4650,0,56,United-States,<=50K
"(35, 40)",Male,*,*,Other-service,Private,80638,Bachelors,13,Husband,0,0,30,China,<=50K
"(35, 40)",Male,*,*,Craft-repair,Private,295949,HS-grad,9,Husband,0,1628,40,United-States,<=50K
"(35, 40)",Male,*,*,Transport-moving,Private,182668,10th,6,Husband,0,0,35,United-States,<=50K
"(35, 40)",Male,*,*,Handlers-cleaners,Private,227571,7th-8th,4,Husband,0,0,40,Mexico,<=50K
"(35, 40)",Male,*,*,Protective-serv,Local-gov,190226,HS-grad,9,Own-child,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Prof-specialty,Private,183612,HS-grad,9,Husband,0,1977,40,United-States,>50K
"(35, 40)",Male,*,*,Transport-moving,Private,168675,HS-grad,9,Own-child,0,0,50,United-States,<=50K
"(35, 40)",Male,*,*,Craft-repair,Private,87556,HS-grad,9,Not-in-family,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Exec-managerial,Private,152909,Bachelors,13,Husband,0,1887,45,United-States,>50K
"(35, 40)",Male,*,*,Sales,Private,187046,HS-grad,9,Husband,4064,0,38,United-States,<=50K
"(35, 40)",Male,*,*,Exec-managerial,Private,347491,Bachelors,13,Husband,0,0,50,United-States,>50K
"(35, 40)",Male,*,*,Prof-specialty,Self-emp-not-inc,126569,Prof-school,15,Husband,15024,0,60,United-States,>50K
"(35, 40)",Male,*,*,Craft-repair,Private,177305,HS-grad,9,Husband,0,0,45,United-States,<=50K
"(35, 40)",Male,*,*,Craft-repair,Private,195148,HS-grad,9,Own-child,3137,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Transport-moving,Private,174856,HS-grad,9,Husband,2885,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Prof-specialty,Private,63509,Assoc-acdm,12,Husband,0,0,48,United-States,>50K
"(35, 40)",Male,*,*,Exec-managerial,Self-emp-not-inc,53628,Assoc-voc,11,Unmarried,0,0,35,United-States,<=50K
"(35, 40)",Male,*,*,Craft-repair,Private,169104,Some-college,10,Not-in-family,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Transport-moving,Private,281021,HS-grad,9,Not-in-family,0,0,45,United-States,<=50K
"(35, 40)",Male,*,*,Craft-repair,Private,191342,1st-4th,2,Husband,0,0,40,Cambodia,<=50K
"(35, 40)",Male,*,*,Farming-fishing,Self-emp-not-inc,166416,HS-grad,9,Husband,0,0,99,United-States,<=50K
"(35, 40)",Male,*,*,Sales,Self-emp-not-inc,189878,Masters,14,Husband,0,0,40,United-States,>50K
"(35, 40)",Male,*,*,Prof-specialty,Private,278403,Prof-school,15,Husband,0,0,80,United-States,>50K
"(35, 40)",Male,*,*,Exec-managerial,Private,202027,Bachelors,13,Not-in-family,27828,0,50,United-States,>50K
"(35, 40)",Male,*,*,Prof-specialty,Private,356838,Doctorate,16,Husband,0,0,50,Canada,<=50K
"(35, 40)",Male,*,*,Craft-repair,Private,172538,HS-grad,9,Husband,0,0,52,United-States,>50K
"(35, 40)",Male,*,*,Craft-repair,Private,143058,10th,6,Husband,0,0,50,United-States,<=50K
"(35, 40)",Male,*,*,Adm-clerical,Private,111128,10th,6,Own-child,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Exec-managerial,Private,340110,Bachelors,13,Husband,0,1848,70,United-States,>50K
"(35, 40)",Male,*,*,Prof-specialty,Private,140854,HS-grad,9,Not-in-family,0,0,50,United-States,<=50K
"(35, 40)",Male,*,*,Craft-repair,Self-emp-not-inc,357962,9th,5,Not-in-family,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Other-service,Private,341643,Bachelors,13,Other-relative,0,0,50,United-States,<=50K
"(35, 40)",Male,*,*,Craft-repair,Private,417136,HS-grad,9,Unmarried,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Tech-support,Private,149419,Assoc-voc,11,Not-in-family,0,0,50,United-States,<=50K
"(35, 40)",Male,*,*,Exec-managerial,Private,185099,HS-grad,9,Husband,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Prof-specialty,State-gov,46814,Bachelors,13,Not-in-family,0,0,38,United-States,<=50K
"(35, 40)",Male,*,*,Prof-specialty,Federal-gov,65324,Prof-school,15,Not-in-family,0,0,55,United-States,>50K
"(35, 40)",Male,*,*,Transport-moving,Private,279272,Assoc-acdm,12,Not-in-family,0,0,60,United-States,<=50K
"(35, 40)",Male,*,*,Handlers-cleaners,Private,181020,HS-grad,9,Own-child,0,0,60,United-States,<=50K
"(35, 40)",Male,*,*,Other-service,Private,301614,HS-grad,9,Husband,0,0,60,United-States,<=50K
"(35, 40)",Male,*,*,Machine-op-inspct,Self-emp-not-inc,225399,HS-grad,9,Own-child,8614,0,40,United-States,>50K
"(35, 40)",Male,*,*,Craft-repair,Private,31023,HS-grad,9,Husband,0,0,51,United-States,<=50K
"(35, 40)",Male,*,*,Machine-op-inspct,Self-emp-not-inc,108947,Some-college,10,Husband,7688,0,40,United-States,>50K
"(35, 40)",Male,*,*,Farming-fishing,Self-emp-inc,37019,HS-grad,9,Not-in-family,0,0,50,United-States,<=50K
"(35, 40)",Male,*,*,Craft-repair,Self-emp-not-inc,247975,Some-college,10,Not-in-family,0,0,30,United-States,<=50K
"(35, 40)",Male,*,*,Prof-specialty,Private,136081,Prof-school,15,Husband,0,0,60,United-States,>50K
"(35, 40)",Male,*,*,Other-service,Local-gov,185769,Some-college,10,Husband,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Exec-managerial,Private,288049,HS-grad,9,Husband,0,0,45,United-States,<=50K
"(35, 40)",Male,*,*,Transport-moving,Private,111499,Some-college,10,Husband,7298,0,50,United-States,>50K
"(35, 40)",Male,*,*,Prof-specialty,Local-gov,91711,Bachelors,13,Husband,0,0,50,United-States,>50K
"(35, 40)",Male,*,*,Exec-managerial,Private,173175,Bachelors,13,Husband,15024,0,50,United-States,>50K
"(35, 40)",Male,*,*,Exec-managerial,Self-emp-not-inc,120301,Some-college,10,Husband,0,0,45,United-States,<=50K
"(35, 40)",Male,*,*,Handlers-cleaners,Private,167482,10th,6,Not-in-family,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Prof-specialty,Private,179668,Bachelors,13,Husband,0,0,50,United-States,>50K
"(35, 40)",Male,*,*,Sales,Self-emp-not-inc,73199,Bachelors,13,Husband,3137,0,77,Vietnam,<=50K
"(35, 40)",Male,*,*,Exec-managerial,Private,192704,12th,8,Not-in-family,4650,0,50,United-States,<=50K
"(35, 40)",Male,*,*,Machine-op-inspct,Federal-gov,196348,Some-college,10,Husband,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Craft-repair,Self-emp-not-inc,206520,Bachelors,13,Own-child,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Craft-repair,Self-emp-not-inc,363418,Bachelors,13,Own-child,0,0,35,United-States,<=50K
"(35, 40)",Male,*,*,Prof-specialty,Private,117381,Masters,14,Husband,0,0,45,United-States,<=50K
"(35, 40)",Male,*,*,Transport-moving,Local-gov,180805,HS-grad,9,Not-in-family,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Transport-moving,Private,183892,HS-grad,9,Not-in-family,8614,0,45,United-States,>50K
"(35, 40)",Male,*,*,Craft-repair,Federal-gov,289653,Some-college,10,Husband,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Adm-clerical,Federal-gov,67317,HS-grad,9,Husband,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Transport-moving,Private,46385,HS-grad,9,Husband,5178,0,90,United-States,>50K
"(35, 40)",Male,*,*,Prof-specialty,Private,172538,HS-grad,9,Husband,0,0,50,United-States,>50K
"(35, 40)",Male,*,*,Sales,Private,193026,Bachelors,13,Husband,0,0,45,United-States,>50K
"(35, 40)",Male,*,*,Transport-moving,Private,30267,11th,7,Not-in-family,0,0,60,United-States,>50K
"(35, 40)",Male,*,*,Farming-fishing,Self-emp-inc,257250,HS-grad,9,Not-in-family,0,0,50,United-States,<=50K
"(35, 40)",Male,*,*,Prof-specialty,Private,398931,Bachelors,13,Husband,0,1485,50,United-States,>50K
"(35, 40)",Male,*,*,Prof-specialty,Self-emp-not-inc,362062,Prof-school,15,Husband,99999,0,50,United-States,>50K
"(35, 40)",Male,*,*,Craft-repair,Private,360799,HS-grad,9,Husband,7298,0,40,United-States,>50K
"(35, 40)",Male,*,*,Machine-op-inspct,Private,207202,HS-grad,9,Husband,0,0,48,United-States,>50K
"(35, 40)",Male,*,*,Prof-specialty,Local-gov,225605,Some-college,10,Husband,0,0,44,United-States,<=50K
"(35, 40)",Male,*,*,Farming-fishing,Private,632613,10th,6,Husband,0,0,35,Mexico,<=50K
"(35, 40)",Male,*,*,Exec-managerial,Private,214816,Bachelors,13,Husband,0,0,60,United-States,<=50K
"(35, 40)",Male,*,*,Craft-repair,Private,62346,HS-grad,9,Husband,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Transport-moving,Self-emp-not-inc,203836,5th-6th,3,Not-in-family,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Craft-repair,Private,269186,HS-grad,9,Husband,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Craft-repair,Private,172571,Some-college,10,Own-child,0,0,58,Poland,<=50K
"(35, 40)",Male,*,*,Prof-specialty,Self-emp-inc,114844,Prof-school,15,Husband,99999,0,65,United-States,>50K
"(35, 40)",Male,*,*,Farming-fishing,Private,34378,7th-8th,4,Husband,2580,0,60,United-States,<=50K
"(35, 40)",Male,*,*,Transport-moving,Private,225544,Masters,14,Husband,0,0,40,Poland,<=50K
"(35, 40)",Male,*,*,Exec-managerial,Private,33001,Bachelors,13,Husband,0,0,55,United-States,>50K
"(35, 40)",Male,*,*,Craft-repair,Self-emp-not-inc,124090,9th,5,Husband,0,0,40,United-States,<=50K
"(35, 40)",Male,*,*,Exec-managerial,Private,305379,Bachelors,13,Husband,0,0,50,United-States,>50K
"(35, 40)",Male,*,*,Machine-op-inspct,Private,225707,HS-grad,9,Husband,0,0,40,Cuba,>50K
"(35, 40)",Male,*,*,Tech-support,Private,174242,Some-college,10,Husband,0,0,40,United-States,>50K
"(35, 40)",Male,*,*,Protective-serv,Federal-gov,99146,Bachelors,13,Husband,0,1887,60,United-States,>50K
"(35, 40)",Male,*,*,Exec-managerial,State-gov,82622,Some-college,10,Husband,0,0,80,United-States,<=50K
